address_full,number,street,city,state,zip,lon,lat,statefp,countyfp,tractce,blkgrpce,geoid_bg,NAME,population,addresses_in_bg,addresses_per_person,population_weight
"551 SHADY RILL RD MIDDLESEX, VT 05602 ",551,SHADY RILL RD,MIDDLESEX,VT,5602,-72.608649,44.345432,50,23,954200,2,500239542002,Block Group 2; Census Tract 9542; Washington County; Vermont,1991,900,0.45203415369161226,2.212222222222222
"13 EAST ST BARRE CITY, VT 05641 ",13,EAST ST,BARRE CITY,VT,5641,-72.496557,44.197202,50,23,955100,2,500239551002,Block Group 2; Census Tract 9551; Washington County; Vermont,1048,458,0.43702290076335876,2.2882096069868996
"162 MAIN ST MONTPELIER, VT 05602 ",162,MAIN ST,MONTPELIER,VT,5602,-72.570797,44.26286,50,23,954700,2,500239547002,Block Group 2; Census Tract 9547; Washington County; Vermont,937,267,0.2849519743863394,3.5093632958801497
"3768 STEELE HILL RD ROXBURY, VT 05669 ",3768,STEELE HILL RD,ROXBURY,VT,5669,-72.673889,44.029927,50,23,955502,2,500239555022,Block Group 2; Census Tract 9555.02; Washington County; Vermont,1038,569,0.5481695568400771,1.8242530755711774
"1127 PHEN BASIN RD FAYSTON, VT 05673 ",1127,PHEN BASIN RD,FAYSTON,VT,5673,-72.884834,44.203736,50,23,955800,2,500239558002,Block Group 2; Census Tract 9558; Washington County; Vermont,625,700,1.12,0.8928571428571429
"199 MERCHANT ST BARRE CITY, VT 05641 ",199,MERCHANT ST,BARRE CITY,VT,5641,-72.49851,44.208278,50,23,955100,3,500239551003,Block Group 3; Census Tract 9551; Washington County; Vermont,623,383,0.6147672552166934,1.6266318537859008
"61 MAPLE ST BERLIN, VT 05602 ",61,MAPLE ST,BERLIN,VT,5602,-72.561549,44.23433,50,23,954500,2,500239545002,Block Group 2; Census Tract 9545; Washington County; Vermont,1331,800,0.6010518407212622,1.66375
"453 STONE CUTTERS WAY MONTPELIER, VT 05602 ",453,STONE CUTTERS WAY,MONTPELIER,VT,5602,-72.574613,44.255932,50,23,954800,2,500239548002,Block Group 2; Census Tract 9548; Washington County; Vermont,945,351,0.37142857142857144,2.6923076923076925
"9 PARK MANOR DR BERLIN, VT 05602 ",9,PARK MANOR DR,BERLIN,VT,5602,-72.609465,44.257131,50,23,954500,1,500239545001,Block Group 1; Census Tract 9545; Washington County; Vermont,1528,732,0.4790575916230366,2.087431693989071
"276 DAVIS AVE NORTHFIELD, VT 05663 ",276,DAVIS AVE,NORTHFIELD,VT,5663,-72.649034,44.168239,50,23,955502,1,500239555021,Block Group 1; Census Tract 9555.02; Washington County; Vermont,1371,830,0.6053975200583516,1.6518072289156627
"26 CHRIS PATH WAY BARRE TOWN, VT 05641 ",26,CHRIS PATH WAY,BARRE TOWN,VT,5641,-72.510259,44.223877,50,23,955300,3,500239553003,Block Group 3; Census Tract 9553; Washington County; Vermont,609,511,0.8390804597701149,1.1917808219178083
"15 WESTON ST BERLIN, VT 05602 ",15,WESTON ST,BERLIN,VT,5602,-72.594481,44.241647,50,23,954500,1,500239545001,Block Group 1; Census Tract 9545; Washington County; Vermont,1528,732,0.4790575916230366,2.087431693989071
"226 TROMBLYS TRAILER PARK NORTHFIELD, VT 05663 ",226,TROMBLYS TRAILER PARK,NORTHFIELD,VT,5663,-72.659876,44.129909,50,23,955502,3,500239555023,Block Group 3; Census Tract 9555.02; Washington County; Vermont,2215,418,0.1887133182844244,5.2990430622009566
"3340 NORTH ST EAST MONTPELIER, VT 05602 ",3340,NORTH ST,EAST MONTPELIER,VT,5602,-72.541551,44.305493,50,23,955000,1,500239550001,Block Group 1; Census Tract 9550; Washington County; Vermont,1117,491,0.4395702775290958,2.274949083503055
"52 KT DR NORTHFIELD, VT 05663 ",52,KT DR,NORTHFIELD,VT,5663,-72.666163,44.123767,50,23,955501,2,500239555012,Block Group 2; Census Tract 9555.01; Washington County; Vermont,1192,654,0.5486577181208053,1.8226299694189603
"8 N MAIN ST WATERBURY, VT 05676 ",8,N   MAIN ST,WATERBURY,VT,5676,-72.757288,44.338034,50,23,954300,4,500239543004,Block Group 4; Census Tract 9543; Washington County; Vermont,950,344,0.36210526315789476,2.761627906976744
"55 HIGH ST PLAINFIELD, VT 05667 ",55,HIGH ST,PLAINFIELD,VT,5667,-72.426896,44.278016,50,23,954000,3,500239540003,Block Group 3; Census Tract 9540; Washington County; Vermont,1192,628,0.5268456375838926,1.8980891719745223
"384 RIVER RIDGE RD WAITSFIELD, VT 05673 ",384,RIVER RIDGE RD,WAITSFIELD,VT,5673,-72.843813,44.152467,50,23,955700,2,500239557002,Block Group 2; Census Tract 9557; Washington County; Vermont,489,475,0.9713701431492843,1.0294736842105263
"33 THOMAS ST BARRE CITY, VT 05641 ",33,THOMAS ST,BARRE CITY,VT,5641,-72.512831,44.19888,50,23,955200,5,500239552005,Block Group 5; Census Tract 9552; Washington County; Vermont,378,252,0.6666666666666666,1.5
"16 MCKINLEY ST MONTPELIER, VT 05602 ",16,MCKINLEY ST,MONTPELIER,VT,5602,-72.563083,44.255941,50,23,954700,1,500239547001,Block Group 1; Census Tract 9547; Washington County; Vermont,759,328,0.4321475625823452,2.3140243902439024
"291 WOODS RD NORTHFIELD, VT 05663 ",291,WOODS RD,NORTHFIELD,VT,5663,-72.735018,44.163204,50,23,955501,2,500239555012,Block Group 2; Census Tract 9555.01; Washington County; Vermont,1192,654,0.5486577181208053,1.8226299694189603
"62 STORY RD MIDDLESEX, VT 05602 ",62,STORY RD,MIDDLESEX,VT,5602,-72.605768,44.35595,50,23,954200,2,500239542002,Block Group 2; Census Tract 9542; Washington County; Vermont,1991,900,0.45203415369161226,2.212222222222222
"116 FREIGHT YARD WAY NORTHFIELD, VT 05663 ",116,FREIGHT YARD WAY,NORTHFIELD,VT,5663,-72.659972,44.147146,50,23,955502,3,500239555023,Block Group 3; Census Tract 9555.02; Washington County; Vermont,2215,418,0.1887133182844244,5.2990430622009566
"527 SWEET RD WATERBURY, VT 05677 ",527,SWEET RD,WATERBURY,VT,5677,-72.678031,44.388753,50,23,954300,1,500239543001,Block Group 1; Census Tract 9543; Washington County; Vermont,2112,932,0.4412878787878788,2.2660944206008584
"266 RICHARDSON RD BARRE TOWN, VT 05641 ",266,RICHARDSON RD,BARRE TOWN,VT,5641,-72.520387,44.22714,50,23,955300,3,500239553003,Block Group 3; Census Tract 9553; Washington County; Vermont,609,511,0.8390804597701149,1.1917808219178083
"451 KNEELAND FLATS TRAILER PARK WATERBURY, VT 05676 ",451,KNEELAND FLATS TRAILER PARK,WATERBURY,VT,5676,-72.70516,44.359182,50,23,954300,1,500239543001,Block Group 1; Census Tract 9543; Washington County; Vermont,2112,932,0.4412878787878788,2.2660944206008584
"3615 E WARREN RD WAITSFIELD, VT 05673 ",3615,E   WARREN RD,WAITSFIELD,VT,5673,-72.807115,44.141385,50,23,955700,1,500239557001,Block Group 1; Census Tract 9557; Washington County; Vermont,1186,695,0.5860033726812817,1.7064748201438849
"17 BEEDE CIR BARRE TOWN, VT 05641 ",17,BEEDE CIR,BARRE TOWN,VT,5641,-72.489684,44.173596,50,23,955400,1,500239554001,Block Group 1; Census Tract 9554; Washington County; Vermont,1291,457,0.35398915569326106,2.824945295404814
"2220 COUNTRY CLUB RD PLAINFIELD, VT 05667 ",2220,COUNTRY CLUB RD,PLAINFIELD,VT,5667,-72.467871,44.246873,50,23,954000,3,500239540003,Block Group 3; Census Tract 9540; Washington County; Vermont,1192,628,0.5268456375838926,1.8980891719745223
"27 LAGUE LN BARRE TOWN, VT 05641 ",27,LAGUE LN,BARRE TOWN,VT,5641,-72.484033,44.200239,50,23,955300,2,500239553002,Block Group 2; Census Tract 9553; Washington County; Vermont,1785,753,0.4218487394957983,2.3705179282868527
"211 VT ROUTE 12A NORTHFIELD, VT 05663 ",211,VT ROUTE 12A,NORTHFIELD,VT,5663,-72.661743,44.131452,50,23,955502,3,500239555023,Block Group 3; Census Tract 9555.02; Washington County; Vermont,2215,418,0.1887133182844244,5.2990430622009566
"289 SENOR RD WARREN, VT 05674 ",289,SENOR RD,WARREN,VT,5674,-72.803348,44.099703,50,23,955600,1,500239556001,Block Group 1; Census Tract 9556; Washington County; Vermont,933,828,0.887459807073955,1.1268115942028984
"34 LAGUE LN BARRE TOWN, VT 05641 ",34,LAGUE LN,BARRE TOWN,VT,5641,-72.484361,44.200773,50,23,955300,2,500239553002,Block Group 2; Census Tract 9553; Washington County; Vermont,1785,753,0.4218487394957983,2.3705179282868527
"20 LADD RD BARRE TOWN, VT 05641 ",20,LADD RD,BARRE TOWN,VT,5641,-72.425698,44.203653,50,23,955300,2,500239553002,Block Group 2; Census Tract 9553; Washington County; Vermont,1785,753,0.4218487394957983,2.3705179282868527
"38 ENNIS HILL RD MARSHFIELD, VT 05658 ",38,ENNIS HILL RD,MARSHFIELD,VT,5658,-72.364579,44.361088,50,23,954000,2,500239540002,Block Group 2; Census Tract 9540; Washington County; Vermont,1625,825,0.5076923076923077,1.9696969696969697
"25 COLLEGE ST BARRE CITY, VT 05641 ",25,COLLEGE ST,BARRE CITY,VT,5641,-72.497172,44.193329,50,23,955200,1,500239552001,Block Group 1; Census Tract 9552; Washington County; Vermont,1063,264,0.24835371589840075,4.026515151515151
"166 HOWES RD MORETOWN, VT 05660 ",166,HOWES RD,MORETOWN,VT,5660,-72.727626,44.245644,50,23,954400,1,500239544001,Block Group 1; Census Tract 9544; Washington County; Vermont,973,536,0.5508735868448099,1.8152985074626866
"44 BRIDGE ST BARRE TOWN, VT 05641 ",44,BRIDGE ST,BARRE TOWN,VT,5641,-72.50892,44.177297,50,23,955400,3,500239554003,Block Group 3; Census Tract 9554; Washington County; Vermont,1240,556,0.4483870967741935,2.2302158273381294
"59 OLD BROOK RD MIDDLESEX, VT 05602 ",59,OLD BROOK RD,MIDDLESEX,VT,5602,-72.668875,44.297474,50,23,954200,2,500239542002,Block Group 2; Census Tract 9542; Washington County; Vermont,1991,900,0.45203415369161226,2.212222222222222
"5 CARDINAL CIR BARRE TOWN, VT 05641 ",5,CARDINAL CIR,BARRE TOWN,VT,5641,-72.483682,44.190916,50,23,955300,1,500239553001,Block Group 1; Census Tract 9553; Washington County; Vermont,1485,641,0.4316498316498317,2.3166926677067083
"370 DUBRAY RD CABOT, VT 05647 ",370,DUBRAY RD,CABOT,VT,5647,-72.269802,44.416489,50,23,954000,1,500239540001,Block Group 1; Census Tract 9540; Washington County; Vermont,1638,937,0.572039072039072,1.7481323372465314
"3145 CHASE RD BERLIN, VT 05602 ",3145,CHASE RD,BERLIN,VT,5602,-72.657045,44.235605,50,23,954500,1,500239545001,Block Group 1; Census Tract 9545; Washington County; Vermont,1528,732,0.4790575916230366,2.087431693989071
"265 RIVER ST MONTPELIER, VT 05602 ",265,RIVER ST,MONTPELIER,VT,5602,-72.550352,44.247128,50,23,954900,2,500239549002,Block Group 2; Census Tract 9549; Washington County; Vermont,960,459,0.478125,2.0915032679738563
"302 LAUREL LN WATERBURY, VT 05676 ",302,LAUREL LN,WATERBURY,VT,5676,-72.736845,44.349063,50,23,954300,1,500239543001,Block Group 1; Census Tract 9543; Washington County; Vermont,2112,932,0.4412878787878788,2.2660944206008584
"23 STETSON HOLW WARREN, VT 05674 ",23,STETSON HOLW,WARREN,VT,5674,-72.85956,44.077606,50,23,955600,2,500239556002,Block Group 2; Census Tract 9556; Washington County; Vermont,803,885,1.1021170610211706,0.9073446327683616
"6 SABBETTO ST BARRE TOWN, VT 05678 ",6,SABBETTO ST,BARRE TOWN,VT,5678,-72.46811,44.158637,50,23,955400,2,500239554002,Block Group 2; Census Tract 9554; Washington County; Vermont,1531,696,0.45460483344219466,2.199712643678161
"98 MILLER RD BARRE TOWN, VT 05641 ",98,MILLER RD,BARRE TOWN,VT,5641,-72.532861,44.179418,50,23,955400,3,500239554003,Block Group 3; Census Tract 9554; Washington County; Vermont,1240,556,0.4483870967741935,2.2302158273381294
"1100 HARVEY FARM RD WATERBURY, VT 05677 ",1100,HARVEY FARM RD,WATERBURY,VT,5677,-72.701855,44.367247,50,23,954300,1,500239543001,Block Group 1; Census Tract 9543; Washington County; Vermont,2112,932,0.4412878787878788,2.2660944206008584
"24 ELM ST MONTPELIER, VT 05602 ",24,ELM ST,MONTPELIER,VT,5602,-72.576473,44.26127,50,23,954600,2,500239546002,Block Group 2; Census Tract 9546; Washington County; Vermont,642,458,0.7133956386292835,1.4017467248908297
"181 S MAIN ST BARRE CITY, VT 05641 ",181,S   MAIN ST,BARRE CITY,VT,5641,-72.499078,44.185872,50,23,955200,3,500239552003,Block Group 3; Census Tract 9552; Washington County; Vermont,1021,213,0.20861900097943192,4.793427230046948
"1925 ROUTE 215 S CABOT, VT 05658 ",1925,ROUTE 215   S,CABOT,VT,5658,-72.330111,44.393911,50,23,954000,1,500239540001,Block Group 1; Census Tract 9540; Washington County; Vermont,1638,937,0.572039072039072,1.7481323372465314
"12 MARTIN WAY WARREN, VT 05674 ",12,MARTIN WAY,WARREN,VT,5674,-72.850708,44.107894,50,23,955600,1,500239556001,Block Group 1; Census Tract 9556; Washington County; Vermont,933,828,0.887459807073955,1.1268115942028984
"113 BLISS RD WOODBURY, VT 05658 ",113,BLISS RD,WOODBURY,VT,5658,-72.391442,44.403703,50,23,954100,1,500239541001,Block Group 1; Census Tract 9541; Washington County; Vermont,704,845,1.2002840909090908,0.8331360946745562
"367 KNEELAND FLATS TRAILER PARK WATERBURY, VT 05676 ",367,KNEELAND FLATS TRAILER PARK,WATERBURY,VT,5676,-72.706771,44.359784,50,23,954300,1,500239543001,Block Group 1; Census Tract 9543; Washington County; Vermont,2112,932,0.4412878787878788,2.2660944206008584
"191 MIDDLE RD BARRE TOWN, VT 05641 ",191,MIDDLE RD,BARRE TOWN,VT,5641,-72.499608,44.161845,50,23,955400,2,500239554002,Block Group 2; Census Tract 9554; Washington County; Vermont,1531,696,0.45460483344219466,2.199712643678161
"101 INDUSTRIAL LN BERLIN, VT 05641 ",101,INDUSTRIAL LN,BERLIN,VT,5641,-72.563207,44.210117,50,23,954500,2,500239545002,Block Group 2; Census Tract 9545; Washington County; Vermont,1331,800,0.6010518407212622,1.66375
"58 ONWARD ST BARRE CITY, VT 05641 ",58,ONWARD ST,BARRE CITY,VT,5641,-72.491372,44.201434,50,23,955100,3,500239551003,Block Group 3; Census Tract 9551; Washington County; Vermont,623,383,0.6147672552166934,1.6266318537859008
"18 LOCUST CMN BARRE TOWN, VT 05641 ",18,LOCUST CMN,BARRE TOWN,VT,5641,-72.478907,44.200041,50,23,955300,2,500239553002,Block Group 2; Census Tract 9553; Washington County; Vermont,1785,753,0.4218487394957983,2.3705179282868527
"54 TOWER HL WARREN, VT 05674 ",54,TOWER HL,WARREN,VT,5674,-72.891039,44.143387,50,23,955600,2,500239556002,Block Group 2; Census Tract 9556; Washington County; Vermont,803,885,1.1021170610211706,0.9073446327683616
"42 CONTI CIR BARRE TOWN, VT 05641 ",42,CONTI CIR,BARRE TOWN,VT,5641,-72.494294,44.175378,50,23,955400,2,500239554002,Block Group 2; Census Tract 9554; Washington County; Vermont,1531,696,0.45460483344219466,2.199712643678161
"472 UPPER DEPOT RD MARSHFIELD, VT 05658 ",472,UPPER DEPOT RD,MARSHFIELD,VT,5658,-72.355671,44.33965,50,23,954000,2,500239540002,Block Group 2; Census Tract 9540; Washington County; Vermont,1625,825,0.5076923076923077,1.9696969696969697
"88 S MAIN ST BARRE CITY, VT 05641 ",88,S   MAIN ST,BARRE CITY,VT,5641,-72.499539,44.192228,50,23,955200,1,500239552001,Block Group 1; Census Tract 9552; Washington County; Vermont,1063,264,0.24835371589840075,4.026515151515151
"735 SHAW MANSION RD WATERBURY, VT 05677 ",735,SHAW MANSION RD,WATERBURY,VT,5677,-72.698044,44.367451,50,23,954300,1,500239543001,Block Group 1; Census Tract 9543; Washington County; Vermont,2112,932,0.4412878787878788,2.2660944206008584
"376 WHITTIER HILL RD CABOT, VT 05647 ",376,WHITTIER HILL RD,CABOT,VT,5647,-72.315101,44.396384,50,23,954000,1,500239540001,Block Group 1; Census Tract 9540; Washington County; Vermont,1638,937,0.572039072039072,1.7481323372465314
"1992 JONES BROOK RD MORETOWN, VT 05660 ",1992,JONES BROOK RD,MORETOWN,VT,5660,-72.658487,44.245336,50,23,954400,1,500239544001,Block Group 1; Census Tract 9544; Washington County; Vermont,973,536,0.5508735868448099,1.8152985074626866
"27 FERAL MOUNTAIN RD MIDDLESEX, VT 05602 ",27,FERAL MOUNTAIN RD,MIDDLESEX,VT,5602,-72.616453,44.305374,50,23,954200,2,500239542002,Block Group 2; Census Tract 9542; Washington County; Vermont,1991,900,0.45203415369161226,2.212222222222222
"41 GRANDVIEW HTS WATERBURY, VT 05676 ",41,GRANDVIEW HTS,WATERBURY,VT,5676,-72.748223,44.339684,50,23,954300,4,500239543004,Block Group 4; Census Tract 9543; Washington County; Vermont,950,344,0.36210526315789476,2.761627906976744
"286 MOUNTAIN VIEW DR WATERBURY, VT 05677 ",286,MOUNTAIN VIEW DR,WATERBURY,VT,5677,-72.709773,44.391823,50,23,954300,2,500239543002,Block Group 2; Census Tract 9543; Washington County; Vermont,1946,1012,0.5200411099691675,1.9229249011857708
"35 LOOMIS ST MONTPELIER, VT 05602 ",35,LOOMIS ST,MONTPELIER,VT,5602,-72.567581,44.261664,50,23,954800,1,500239548001,Block Group 1; Census Tract 9548; Washington County; Vermont,1366,310,0.22693997071742314,4.406451612903226
"103 FISKE DR NORTHFIELD, VT 05663 ",103,FISKE DR,NORTHFIELD,VT,5663,-72.658091,44.155683,50,23,955501,1,500239555011,Block Group 1; Census Tract 9555.01; Washington County; Vermont,1149,317,0.2758920800696258,3.6246056782334386
"9 CEDAR ST MONTPELIER, VT 05602 ",9,CEDAR ST,MONTPELIER,VT,5602,-72.572299,44.259775,50,23,954800,1,500239548001,Block Group 1; Census Tract 9548; Washington County; Vermont,1366,310,0.22693997071742314,4.406451612903226
"132 GREENSTONE LN MORETOWN, VT 05660 ",132,GREENSTONE LN,MORETOWN,VT,5660,-72.758111,44.258754,50,23,954400,2,500239544002,Block Group 2; Census Tract 9544; Washington County; Vermont,722,368,0.5096952908587258,1.9619565217391304
"0 WEST VIEW RDG NORTHFIELD, VT 05663 ",0,WEST VIEW RDG,NORTHFIELD,VT,5663,-72.626823,44.114305,50,23,955502,1,500239555021,Block Group 1; Census Tract 9555.02; Washington County; Vermont,1371,830,0.6053975200583516,1.6518072289156627
"330 RICE MOUNTAIN RD WARREN, VT 05674 ",330,RICE MOUNTAIN RD,WARREN,VT,5674,-72.817322,44.062645,50,23,955600,1,500239556001,Block Group 1; Census Tract 9556; Washington County; Vermont,933,828,0.887459807073955,1.1268115942028984
"169 MIDDLE RD BARRE TOWN, VT 05641 ",169,MIDDLE RD,BARRE TOWN,VT,5641,-72.499498,44.163293,50,23,955400,2,500239554002,Block Group 2; Census Tract 9554; Washington County; Vermont,1531,696,0.45460483344219466,2.199712643678161
"929 S BARRE RD BARRE TOWN, VT 05641 ",929,S  BARRE RD,BARRE TOWN,VT,5641,-72.513723,44.158811,50,23,955400,3,500239554003,Block Group 3; Census Tract 9554; Washington County; Vermont,1240,556,0.4483870967741935,2.2302158273381294
"15 LOOMIS ST MONTPELIER, VT 05602 ",15,LOOMIS ST,MONTPELIER,VT,5602,-72.570193,44.260602,50,23,954800,1,500239548001,Block Group 1; Census Tract 9548; Washington County; Vermont,1366,310,0.22693997071742314,4.406451612903226
"72 MAIN ST MONTPELIER, VT 05602 ",72,MAIN ST,MONTPELIER,VT,5602,-72.575705,44.259955,50,23,954600,2,500239546002,Block Group 2; Census Tract 9546; Washington County; Vermont,642,458,0.7133956386292835,1.4017467248908297
"4170 NORTH ST EAST MONTPELIER, VT 05602 ",4170,NORTH ST,EAST MONTPELIER,VT,5602,-72.537843,44.316968,50,23,955000,1,500239550001,Block Group 1; Census Tract 9550; Washington County; Vermont,1117,491,0.4395702775290958,2.274949083503055
"106 SPRING HOLLOW LN MONTPELIER, VT 05602 ",106,SPRING HOLLOW LN,MONTPELIER,VT,5602,-72.554221,44.256316,50,23,954700,1,500239547001,Block Group 1; Census Tract 9547; Washington County; Vermont,759,328,0.4321475625823452,2.3140243902439024
"3735 ROUTE 215 N CABOT, VT 05647 ",3735,ROUTE 215   N,CABOT,VT,5647,-72.304719,44.410337,50,23,954000,1,500239540001,Block Group 1; Census Tract 9540; Washington County; Vermont,1638,937,0.572039072039072,1.7481323372465314
"144 CREAMERY ST MARSHFIELD, VT 05658 ",144,CREAMERY ST,MARSHFIELD,VT,5658,-72.354287,44.353418,50,23,954000,2,500239540002,Block Group 2; Census Tract 9540; Washington County; Vermont,1625,825,0.5076923076923077,1.9696969696969697
"3530 WATERBURY STOWE RD WATERBURY, VT 05677 ",3530,WATERBURY STOWE RD,WATERBURY,VT,5677,-72.720594,44.380158,50,23,954300,2,500239543002,Block Group 2; Census Tract 9543; Washington County; Vermont,1946,1012,0.5200411099691675,1.9229249011857708
"220 HART RD DUXBURY, VT 05676 ",220,HART RD,DUXBURY,VT,5676,-72.765777,44.33083,50,23,954400,3,500239544003,Block Group 3; Census Tract 9544; Washington County; Vermont,1289,796,0.6175329712955779,1.6193467336683418
"19 HARTLEY RD BARRE TOWN, VT 05641 ",19,HARTLEY RD,BARRE TOWN,VT,5641,-72.493116,44.223495,50,23,955300,3,500239553003,Block Group 3; Census Tract 9553; Washington County; Vermont,609,511,0.8390804597701149,1.1917808219178083
"105 CARTWHEEL RD FAYSTON, VT 05660 ",105,CARTWHEEL RD,FAYSTON,VT,5660,-72.84472,44.220798,50,23,955800,1,500239558001,Block Group 1; Census Tract 9558; Washington County; Vermont,615,377,0.6130081300813008,1.6312997347480107
"31 ONWARD ST BARRE CITY, VT 05641 ",31,ONWARD ST,BARRE CITY,VT,5641,-72.492261,44.20082,50,23,955100,2,500239551002,Block Group 2; Census Tract 9551; Washington County; Vermont,1048,458,0.43702290076335876,2.2882096069868996
