address_full,number,street,city,state,zip,longitude,latitude,statefp,countyfp,tractce,blkgrpce
"1903 PEACHAM POND RD PEACHAM, VT 05862 ",1903,PEACHAM POND RD,PEACHAM,VT,05862,-72.25318,44.327979,50,005,957800,1
"1193 PORTLAND ST SAINT JOHNSBURY, VT 05819 ",1193,PORTLAND ST,SAINT JOHNSBURY,VT,05819,-71.991893,44.421862,50,005,957500,1
"269 GLENWOOD ESTS BURKE, VT 05871 ",269,GLENWOOD ESTS,BURKE,VT,05871,-71.959766,44.621191,50,005,957100,1
"2391 BURKE HOLLOW RD BURKE, VT 05871 ",2391,BURKE HOLLOW RD,BURKE,VT,05871,-71.945607,44.619394,50,005,957100,1
"6497 VT ROUTE 18 WATERFORD, VT 05819 ",6497,VT ROUTE 18,WATERFORD,VT,05819,-71.904799,44.354282,50,005,957900,1
"91 MILL ST HARDWICK, VT 05843 ",91,MILL ST,HARDWICK,VT,05843,-72.364558,44.504122,50,005,957700,1
"350 W MAIN ST BARNET, VT 05821 ",350,W   MAIN ST,BARNET,VT,05821,-72.138475,44.309915,50,005,957900,2
"190 EVERGREEN MANOR DR HARDWICK, VT 05843 ",190,EVERGREEN MANOR DR,HARDWICK,VT,05843,-72.369609,44.500733,50,005,957700,2
"2612 US ROUTE 5 SUTTON, VT 05867 ",2612,US ROUTE 5,SUTTON,VT,05867,-72.022833,44.664661,50,005,957000,1
"2491 NEWARK ST NEWARK, VT 05871 ",2491,NEWARK ST,NEWARK,VT,05871,-71.953233,44.704629,50,005,957000,1
"41 OLD CEMETERY RD PEACHAM, VT 05862 ",41,OLD CEMETERY RD,PEACHAM,VT,05862,-72.169915,44.329214,50,005,957800,1
"194 PINE MOUNTAIN RD GROTON, VT 05046 ",194,PINE MOUNTAIN RD,GROTON,VT,05046,-72.204818,44.19543,50,005,957800,2
"5075 DUCK POND RD WATERFORD, VT 05819 ",5075,DUCK POND RD,WATERFORD,VT,05819,-71.949774,44.350546,50,005,957900,1
"1268 KIRBY RD BURKE, VT 05832 ",1268,KIRBY RD,BURKE,VT,05832,-71.933332,44.57324,50,005,957100,2
"896 VT ROUTE 114 BURKE, VT 05832 ",896,VT ROUTE 114,BURKE,VT,05832,-71.937644,44.591183,50,005,957100,2
"110 GOSS HOLLOW RD SAINT JOHNSBURY, VT 05819 ",110,GOSS HOLLOW RD,SAINT JOHNSBURY,VT,05819,-72.051667,44.444961,50,005,957400,1
"55 CAREY RD HARDWICK, VT 05843 ",55,CAREY RD,HARDWICK,VT,05843,-72.373808,44.493664,50,005,957700,2
"68 SLATE LN LYNDON, VT 05851 ",68,SLATE LN,LYNDON,VT,05851,-71.997789,44.545695,50,005,957200,2
"1713 SHEFFIELD SQUARE RD SHEFFIELD, VT 05866 ",1713,SHEFFIELD SQUARE RD,SHEFFIELD,VT,05866,-72.154066,44.618449,50,005,957000,3
"3941 BURKE HOLLOW RD BURKE, VT 05871 ",3941,BURKE HOLLOW RD,BURKE,VT,05871,-71.967822,44.632479,50,005,957100,1
"2478 VT ROUTE 15 E HARDWICK, VT 05843 ",2478,VT ROUTE 15   E,HARDWICK,VT,05843,-72.317424,44.494005,50,005,957700,2
"2037 BUNKER HILL RD HARDWICK, VT 05843 ",2037,BUNKER HILL RD,HARDWICK,VT,05843,-72.401644,44.544796,50,005,957700,1
"22 ALPINE HTS HARDWICK, VT 05843 ",22,ALPINE HTS,HARDWICK,VT,05843,-72.371665,44.501047,50,005,957700,2
"595 SIMPSON BROOK RD WATERFORD, VT 05819 ",595,SIMPSON BROOK RD,WATERFORD,VT,05819,-71.990655,44.39042,50,005,957900,1
"2636 SEVERANCE HILL RD SAINT JOHNSBURY, VT 05819 ",2636,SEVERANCE HILL RD,SAINT JOHNSBURY,VT,05819,-71.958514,44.483007,50,005,957500,1
"275 MARYLYN LN NEWARK, VT 05871 ",275,MARYLYN LN,NEWARK,VT,05871,-71.941289,44.678494,50,005,957000,1
"926 CENTER ST LYNDON, VT 05851 ",926,CENTER ST,LYNDON,VT,05851,-72.003785,44.533457,50,005,957300,2
"440 BAYLEY HAZEN RD WALDEN, VT 05843 ",440,BAYLEY HAZEN RD,WALDEN,VT,05843,-72.291383,44.480649,50,005,957000,2
"0 TOUSANT HILL RD STANNARD, VT 05842 ",0,TOUSANT HILL RD,STANNARD,VT,05842,-72.252076,44.547356,50,005,957000,3
"630 EXCELSIOR FARM RD DANVILLE, VT 05828 ",630,EXCELSIOR FARM RD,DANVILLE,VT,05828,-72.075952,44.388185,50,005,957600,2
"858 PARKER RD DANVILLE, VT 05828 ",858,PARKER RD,DANVILLE,VT,05828,-72.092958,44.429944,50,005,957600,2
"529 GOV WENTWORTH GRANT RD PEACHAM, VT 05821 ",529,GOV WENTWORTH GRANT RD,PEACHAM,VT,05821,-72.171253,44.300476,50,005,957800,1
"0 NEWARK RD NEWARK, VT 05871 ",0,NEWARK RD,NEWARK,VT,05871,-71.947965,44.760571,50,005,957000,1
"2089 SCOTT HWY RYEGATE, VT 05069 ",2089,SCOTT HWY,RYEGATE,VT,05069,-72.131364,44.184656,50,005,957800,3
"5 CALISTA AVE LYNDON, VT 05851 ",5,CALISTA AVE,LYNDON,VT,05851,-72.025885,44.54414,50,005,957300,3
"18 BALD HILL POND RD NEWARK, VT 05871 ",18,BALD HILL POND RD,NEWARK,VT,05871,-71.979395,44.723567,50,005,957000,1
"4702 VT ROUTE 122 SHEFFIELD, VT 05866 ",4702,VT ROUTE 122,SHEFFIELD,VT,05866,-72.1279,44.623052,50,005,957000,3
"2214 CALENDAR BROOK RD SUTTON, VT 05867 ",2214,CALENDAR BROOK RD,SUTTON,VT,05867,-71.998607,44.607719,50,005,957000,1
"287 PINEHURST ST LYNDON, VT 05851 ",287,PINEHURST ST,LYNDON,VT,05851,-71.995818,44.537641,50,005,957200,2
"3631 FALL BROOK RD WHEELOCK, VT 05851 ",3631,FALL BROOK RD,WHEELOCK,VT,05851,-72.080273,44.582456,50,005,957000,3
"126 HAZEN UNION DR HARDWICK, VT 05843 ",126,HAZEN UNION DR,HARDWICK,VT,05843,-72.364701,44.50893,50,005,957700,1
"977 WHITE SCHOOL RD BURKE, VT 05832 ",977,WHITE SCHOOL RD,BURKE,VT,05832,-71.932333,44.619574,50,005,957100,2
"4544 US ROUTE 5 N BARNET, VT 05819 ",4544,US ROUTE 5   N,BARNET,VT,05819,-72.028357,44.375859,50,005,957900,2
"156 STONYBROOK RD WATERFORD, VT 05819 ",156,STONYBROOK RD,WATERFORD,VT,05819,-71.917354,44.398768,50,005,957900,1
"485 E VILLAGE RD WATERFORD, VT 05819 ",485,E   VILLAGE RD,WATERFORD,VT,05819,-71.935121,44.432264,50,005,957900,1
"1618 SCOTT HWY GROTON, VT 05046 ",1618,SCOTT HWY,GROTON,VT,05046,-72.200158,44.212091,50,005,957800,2
"3737 MCDOWELL RD DANVILLE, VT 05828 ",3737,MCDOWELL RD,DANVILLE,VT,05828,-72.123489,44.510258,50,005,957600,1
"81 PAPERMILL RD RYEGATE, VT 05042 ",81,PAPERMILL RD,RYEGATE,VT,05042,-72.062136,44.205446,50,005,957800,3
"339 DRAKE PLACE RD SHEFFIELD, VT 05866 ",339,DRAKE PLACE RD,SHEFFIELD,VT,05866,-72.118695,44.629709,50,005,957000,3
"49 PERKINS ST SAINT JOHNSBURY, VT 05819 ",49,PERKINS ST,SAINT JOHNSBURY,VT,05819,-72.013464,44.424166,50,005,957400,2
"351 ERNIE EVANS RD SUTTON, VT 05867 ",351,ERNIE EVANS RD,SUTTON,VT,05867,-72.059678,44.679422,50,005,957000,1
"52 RAY AVE LYNDON, VT 05851 ",52,RAY AVE,LYNDON,VT,05851,-71.993366,44.532137,50,005,957200,2
"289 POWDER SPRING RD GROTON, VT 05046 ",289,POWDER SPRING RD,GROTON,VT,05046,-72.198164,44.207417,50,005,957800,2
"0 MOUNT ARA RD GROTON, VT 05046 ",0,MOUNT ARA RD,GROTON,VT,05046,-72.199512,44.224092,50,005,957800,2
"1438 CARTER RD BURKE, VT 05832 ",1438,CARTER RD,BURKE,VT,05832,-71.910383,44.638177,50,005,957100,2
"28 SEVERANCE HILL RD SAINT JOHNSBURY, VT 05819 ",28,SEVERANCE HILL RD,SAINT JOHNSBURY,VT,05819,-71.941117,44.448842,50,005,957500,1
"0 MOUNT PISGAH RD SAINT JOHNSBURY, VT 05819 ",0,MOUNT PISGAH RD,SAINT JOHNSBURY,VT,05819,-71.970469,44.462849,50,005,957500,1
"148 MILLER LN BARNET, VT 05821 ",148,MILLER LN,BARNET,VT,05821,-72.142978,44.294782,50,005,957900,3
"4628 US ROUTE 5 N BARNET, VT 05819 ",4628,US ROUTE 5   N,BARNET,VT,05819,-72.026881,44.37696,50,005,957900,2
"1821 E RIDGE RD SUTTON, VT 05871 ",1821,E   RIDGE RD,SUTTON,VT,05871,-71.986207,44.677453,50,005,957000,1
"20 RICHARDSON RD HARDWICK, VT 05843 ",20,RICHARDSON RD,HARDWICK,VT,05843,-72.367327,44.502463,50,005,957700,2
"5009 NOYESTAR RD WALDEN, VT 05836 ",5009,NOYESTAR RD,WALDEN,VT,05836,-72.266665,44.506094,50,005,957000,2
"399 TWIN BROOKS RD GROTON, VT 05046 ",399,TWIN BROOKS RD,GROTON,VT,05046,-72.206113,44.253987,50,005,957800,2
"291 HAPPY HILL RD LYNDON, VT 05851 ",291,HAPPY HILL RD,LYNDON,VT,05851,-72.064664,44.541537,50,005,957300,3
"619 ANDERSON ST BARNET, VT 05821 ",619,ANDERSON ST,BARNET,VT,05821,-72.058105,44.3019,50,005,957900,2
"359 BROOK RD BURKE, VT 05871 ",359,BROOK RD,BURKE,VT,05871,-71.94527,44.626284,50,005,957100,1
"0 US ROUTE 5 N BARNET, VT 05821 ",0,US ROUTE 5  N,BARNET,VT,05821,-72.037435,44.32585,50,005,957900,2
"746 VT ROUTE 114 BURKE, VT 05832 ",746,VT ROUTE 114,BURKE,VT,05832,-71.939667,44.589726,50,005,957100,2
"2743 SUGARHOUSE RD BURKE, VT 05871 ",2743,SUGARHOUSE RD,BURKE,VT,05871,-71.969412,44.657899,50,005,957100,1
"185 BLAKE POND RD SHEFFIELD, VT 05866 ",185,BLAKE POND RD,SHEFFIELD,VT,05866,-72.107686,44.619643,50,005,957000,3
"315 STANNARD MOUNTAIN RD STANNARD, VT 05842 ",315,STANNARD MOUNTAIN RD,STANNARD,VT,05842,-72.238056,44.546849,50,005,957000,3
"338 MOUNTAINVIEW RD HARDWICK, VT 05836 ",338,MOUNTAINVIEW RD,HARDWICK,VT,05836,-72.307313,44.512661,50,005,957700,1
"81 HIGH ST BURKE, VT 05871 ",81,HIGH ST,BURKE,VT,05871,-71.980574,44.640483,50,005,957100,1
"109 BELVIDERE ST SAINT JOHNSBURY, VT 05819 ",109,BELVIDERE ST,SAINT JOHNSBURY,VT,05819,-72.022473,44.414963,50,005,957400,3
"1692 VT ROUTE 122 SHEFFIELD, VT 05866 ",1692,VT ROUTE 122,SHEFFIELD,VT,05866,-72.091472,44.591226,50,005,957000,3
"1701 FALL BROOK RD LYNDON, VT 05851 ",1701,FALL BROOK RD,LYNDON,VT,05851,-72.058483,44.561392,50,005,957300,3
"499 MAIN ST LYNDON, VT 05851 ",499,MAIN ST,LYNDON,VT,05851,-72.001878,44.540692,50,005,957300,2
"140 OAK ST SAINT JOHNSBURY, VT 05819 ",140,OAK ST,SAINT JOHNSBURY,VT,05819,-72.013942,44.428103,50,005,957500,2
"952 MACKS MOUNTAIN RD PEACHAM, VT 05873 ",952,MACKS MOUNTAIN RD,PEACHAM,VT,05873,-72.189458,44.332653,50,005,957800,1
"1784 GRIMES RD LYNDON, VT 05851 ",1784,GRIMES RD,LYNDON,VT,05851,-72.066355,44.507933,50,005,957300,3
"884 HUBBARD HILL RD LYNDON, VT 05851 ",884,HUBBARD HILL RD,LYNDON,VT,05851,-72.058557,44.567251,50,005,957300,3
"5 SAWMILL LN HARDWICK, VT 05843 ",5,SAWMILL LN,HARDWICK,VT,05843,-72.372339,44.509575,50,005,957700,1
"720 COLD HILL RD LYNDON, VT 05851 ",720,COLD HILL RD,LYNDON,VT,05851,-72.055995,44.527789,50,005,957300,3
"505 ONION PT PEACHAM, VT 05862 ",505,ONION PT,PEACHAM,VT,05862,-72.265489,44.333601,50,005,957800,1
"288 BACK CENTER RD LYNDON, VT 05851 ",288,BACK CENTER RD,LYNDON,VT,05851,-72.006491,44.521329,50,005,957300,2
"34 POND VIEW LN GROTON, VT 05046 ",34,POND VIEW LN,GROTON,VT,05046,-72.259111,44.256193,50,005,957800,2
"122 TAYLOR RD PEACHAM, VT 05821 ",122,TAYLOR RD,PEACHAM,VT,05821,-72.168018,44.357342,50,005,957800,1
"484 WEST SHORE DR GROTON, VT 05046 ",484,WEST SHORE DR,GROTON,VT,05046,-72.266854,44.261325,50,005,957800,2
"232 RIVERS FARM RD NEWARK, VT 05871 ",232,RIVERS FARM RD,NEWARK,VT,05871,-71.896829,44.663938,50,005,957000,1
"610 SHORELINE DR BARNET, VT 05821 ",610,SHORELINE DR,BARNET,VT,05821,-72.137845,44.302675,50,005,957900,3
"651 HILL ST LYNDON, VT 05851 ",651,HILL ST,LYNDON,VT,05851,-72.000383,44.532525,50,005,957200,2
"558 FARMER JOHNS RD PEACHAM, VT 05873 ",558,FARMER JOHNS RD,PEACHAM,VT,05873,-72.217407,44.392526,50,005,957800,1
"21 LEDGE RD LYNDON, VT 05851 ",21,LEDGE RD,LYNDON,VT,05851,-72.010933,44.512647,50,005,957300,3
"1250 OLD DUKE RD WALDEN, VT 05836 ",1250,OLD DUKE RD,WALDEN,VT,05836,-72.237168,44.493889,50,005,957000,2
"115 JOHN ROCK RD WHEELOCK, VT 05851 ",115,JOHN ROCK RD,WHEELOCK,VT,05851,-72.093675,44.557127,50,005,957000,3
"541 REMICK RD WATERFORD, VT 05819 ",541,REMICK RD,WATERFORD,VT,05819,-71.931046,44.380933,50,005,957900,1
"145 BRUNELL ST SAINT JOHNSBURY, VT 05819 ",145,BRUNELL ST,SAINT JOHNSBURY,VT,05819,-72.014395,44.434211,50,005,957500,2
"5 AUDET PL WALDEN, VT 05873 ",5,AUDET PL,WALDEN,VT,05873,-72.222842,44.449756,50,005,957000,2
"403 PLEASANT ST SAINT JOHNSBURY, VT 05819 ",403,PLEASANT ST,SAINT JOHNSBURY,VT,05819,-72.01143,44.431294,50,005,957500,2
"364 OLD COUNTY RD PEACHAM, VT 05821 ",364,OLD COUNTY RD,PEACHAM,VT,05821,-72.158675,44.345441,50,005,957800,1
"233 GILMAN AVE SAINT JOHNSBURY, VT 05819 ",233,GILMAN AVE,SAINT JOHNSBURY,VT,05819,-72.010407,44.428008,50,005,957500,1
"674 OLD FARM RD BURKE, VT 05871 ",674,OLD FARM RD,BURKE,VT,05871,-71.958202,44.64508,50,005,957100,1
"1325 MOUNTAINVIEW RD HARDWICK, VT 05836 ",1325,MOUNTAINVIEW RD,HARDWICK,VT,05836,-72.304893,44.499496,50,005,957700,1
"1442 W HILL RD HARDWICK, VT 05843 ",1442,W   HILL RD,HARDWICK,VT,05843,-72.386769,44.534568,50,005,957700,1
"54 ALPINE ST LYNDON, VT 05851 ",54,ALPINE ST,LYNDON,VT,05851,-71.996183,44.540524,50,005,957200,2
"444 YORK ST LYNDON, VT 05851 ",444,YORK ST,LYNDON,VT,05851,-72.01967,44.515247,50,005,957300,3
"24 HILLSIDE LN BARNET, VT 05821 ",24,HILLSIDE LN,BARNET,VT,05821,-72.13089,44.300048,50,005,957900,3
"1795 HOPKINS HILL RD HARDWICK, VT 05843 ",1795,HOPKINS HILL RD,HARDWICK,VT,05843,-72.324464,44.486439,50,005,957700,2
"430 GOODFELLOW RD GROTON, VT 05046 ",430,GOODFELLOW RD,GROTON,VT,05046,-72.217161,44.224374,50,005,957800,2
"4 DAVIDSON RD RYEGATE, VT 05042 ",4,DAVIDSON RD,RYEGATE,VT,05042,-72.074287,44.199215,50,005,957800,3
"225 WOODLAND RD WATERFORD, VT 05819 ",225,WOODLAND RD,WATERFORD,VT,05819,-71.936129,44.386624,50,005,957900,1
"86 RAYMOND ST LYNDON, VT 05851 ",86,RAYMOND ST,LYNDON,VT,05851,-71.999643,44.53555,50,005,957200,2
"125 US ROUTE 2 W DANVILLE, VT 05828 ",125,US ROUTE 2   W,DANVILLE,VT,05828,-72.142711,44.411338,50,005,957600,2
"278 BOLTONVILLE RD RYEGATE, VT 05069 ",278,BOLTONVILLE RD,RYEGATE,VT,05069,-72.098949,44.172702,50,005,957800,3
"171 RIVER RD SAINT JOHNSBURY, VT 05819 ",171,RIVER RD,SAINT JOHNSBURY,VT,05819,-72.011909,44.417747,50,005,957500,3
"74 SOUTH ST LYNDON, VT 05851 ",74,SOUTH ST,LYNDON,VT,05851,-72.003906,44.532791,50,005,957300,2
"31 SLEEPY HOLLOW LN LYNDON, VT 05851 ",31,SLEEPY HOLLOW LN,LYNDON,VT,05851,-71.998901,44.525486,50,005,957200,2
"154 MACKS MOUNTAIN RD PEACHAM, VT 05862 ",154,MACKS MOUNTAIN RD,PEACHAM,VT,05862,-72.175477,44.326955,50,005,957800,1
"1880 GOSS HOLLOW RD SAINT JOHNSBURY, VT 05819 ",1880,GOSS HOLLOW RD,SAINT JOHNSBURY,VT,05819,-72.062473,44.466584,50,005,957400,1
"545 ALLARD HILL RD WHEELOCK, VT 05851 ",545,ALLARD HILL RD,WHEELOCK,VT,05851,-72.132606,44.593268,50,005,957000,3
"350 BILLINGS RD HARDWICK, VT 05843 ",350,BILLINGS RD,HARDWICK,VT,05843,-72.363467,44.522898,50,005,957700,1
"414 CREAMERY RD RYEGATE, VT 05069 ",414,CREAMERY RD,RYEGATE,VT,05069,-72.123163,44.187107,50,005,957800,3
"56 RIVER RD WATERFORD, VT 05819 ",56,RIVER RD,WATERFORD,VT,05819,-72.023172,44.377623,50,005,957900,1
"261 MOOSE RIVER DR SAINT JOHNSBURY, VT 05819 ",261,MOOSE RIVER DR,SAINT JOHNSBURY,VT,05819,-71.979391,44.430148,50,005,957500,1
"107 MILL ST HARDWICK, VT 05843 ",107,MILL ST,HARDWICK,VT,05843,-72.364363,44.503966,50,005,957700,1
"39 GOLD MINE RD SHEFFIELD, VT 05867 ",39,GOLD MINE RD,SHEFFIELD,VT,05867,-72.088817,44.632988,50,005,957000,3
"4729 US ROUTE 5 S BARNET, VT 05050 ",4729,US ROUTE 5   S,BARNET,VT,05050,-72.062257,44.26055,50,005,957900,3
"86 SKYLINE DR LYNDON, VT 05851 ",86,SKYLINE DR,LYNDON,VT,05851,-71.998199,44.530584,50,005,957200,2
"122 W GLAUCHESTER RD GROTON, VT 05046 ",122,W   GLAUCHESTER RD,GROTON,VT,05046,-72.220649,44.237765,50,005,957800,2
"96 WALSH RD WATERFORD, VT 05819 ",96,WALSH RD,WATERFORD,VT,05819,-71.932866,44.422617,50,005,957900,1
"251 PORTLAND ST SAINT JOHNSBURY, VT 05819 ",251,PORTLAND ST,SAINT JOHNSBURY,VT,05819,-72.010766,44.420559,50,005,957500,3
"57 CAREY RD HARDWICK, VT 05843 ",57,CAREY RD,HARDWICK,VT,05843,-72.373577,44.493556,50,005,957700,2
"1891 COLES POND RD DANVILLE, VT 05828 ",1891,COLES POND RD,DANVILLE,VT,05828,-72.159995,44.479723,50,005,957600,1
"1049 MEMORIAL DR SAINT JOHNSBURY, VT 05819 ",1049,MEMORIAL DR,SAINT JOHNSBURY,VT,05819,-72.016168,44.447467,50,005,957500,2
"2863 BERRY HILL RD SHEFFIELD, VT 05866 ",2863,BERRY HILL RD,SHEFFIELD,VT,05866,-72.088418,44.639679,50,005,957000,3
"1406 SUMMERHILL RD WALDEN, VT 05836 ",1406,SUMMERHILL RD,WALDEN,VT,05836,-72.26785,44.490333,50,005,957000,2
"2267 LILY POND RD LYNDON, VT 05851 ",2267,LILY POND RD,LYNDON,VT,05851,-71.988666,44.542448,50,005,957200,2
"571 N BAYLEY HAZEN RD RYEGATE, VT 05069 ",571,N   BAYLEY HAZEN RD,RYEGATE,VT,05069,-72.1055,44.216604,50,005,957800,3
"884 HOUGHTON BRIDGE RD SAINT JOHNSBURY, VT 05819 ",884,HOUGHTON BRIDGE RD,SAINT JOHNSBURY,VT,05819,-72.061968,44.491065,50,005,957400,1
"646 US ROUTE 2 E SAINT JOHNSBURY, VT 05819 ",646,US ROUTE 2   E,SAINT JOHNSBURY,VT,05819,-71.950266,44.432322,50,005,957900,1
"1656 GRIMES RD LYNDON, VT 05851 ",1656,GRIMES RD,LYNDON,VT,05851,-72.066421,44.509482,50,005,957300,3
"560 BALD HILL POND RD NEWARK, VT 05871 ",560,BALD HILL POND RD,NEWARK,VT,05871,-71.977067,44.730726,50,005,957000,1
"223 SUMMER ST SAINT JOHNSBURY, VT 05819 ",223,SUMMER ST,SAINT JOHNSBURY,VT,05819,-72.023438,44.418974,50,005,957400,3
"496 MOSHER RD SHEFFIELD, VT 05866 ",496,MOSHER RD,SHEFFIELD,VT,05866,-72.092586,44.60314,50,005,957000,3
"2427 DANIELS FARM RD WATERFORD, VT 05819 ",2427,DANIELS FARM RD,WATERFORD,VT,05819,-71.983566,44.398557,50,005,957900,1
"1578 MARSHALL NEWLAND RD BURKE, VT 05832 ",1578,MARSHALL NEWLAND RD,BURKE,VT,05832,-71.903065,44.631484,50,005,957100,2
"2574 NEW DUCK POND RD SHEFFIELD, VT 05866 ",2574,NEW DUCK POND RD,SHEFFIELD,VT,05866,-72.12871,44.67461,50,005,957000,3
"69 SPRING ST HARDWICK, VT 05843 ",69,SPRING ST,HARDWICK,VT,05843,-72.371907,44.503038,50,005,957700,2
"828 CHANNEL DR DANVILLE, VT 05873 ",828,CHANNEL DR,DANVILLE,VT,05873,-72.228858,44.420227,50,005,957600,1
"638 VT ROUTE 114 BURKE, VT 05832 ",638,VT ROUTE 114,BURKE,VT,05832,-71.941668,44.588565,50,005,957100,2
"794 WEST SHORE DR GROTON, VT 05046 ",794,WEST SHORE DR,GROTON,VT,05046,-72.269214,44.265299,50,005,957800,2
"460 RABBIT PLN SAINT JOHNSBURY, VT 05819 ",460,RABBIT PLN,SAINT JOHNSBURY,VT,05819,-72.067857,44.473446,50,005,957400,1
"309 GRAMPS LN LYNDON, VT 05851 ",309,GRAMPS LN,LYNDON,VT,05851,-71.967128,44.520462,50,005,957200,1
"235 MORIN LN HARDWICK, VT 05843 ",235,MORIN LN,HARDWICK,VT,05843,-72.351473,44.54434,50,005,957700,1
"4099 MCDOWELL RD DANVILLE, VT 05828 ",4099,MCDOWELL RD,DANVILLE,VT,05828,-72.120612,44.514838,50,005,957600,1
"16 LAWRENCE CIR SAINT JOHNSBURY, VT 05819 ",16,LAWRENCE CIR,SAINT JOHNSBURY,VT,05819,-72.007114,44.428237,50,005,957500,1
"1270 INTERSTATE 93 N WATERFORD, VT 05819 ",1270,INTERSTATE 93  N,WATERFORD,VT,05819,-71.897751,44.36103,50,005,957900,1
"2953 LYNBURKE RD LYNDON, VT 05851 ",2953,LYNBURKE RD,LYNDON,VT,05851,-71.982751,44.585062,50,005,957300,1
"764 STATE FOREST RD GROTON, VT 05046 ",764,STATE FOREST RD,GROTON,VT,05046,-72.229464,44.23045,50,005,957800,2
"0 OLD SILO RD BARNET, VT 05819 ",0,OLD SILO RD,BARNET,VT,05819,-72.035163,44.341716,50,005,957900,2
"406 BAYLEY HAZEN RD WALDEN, VT 05843 ",406,BAYLEY HAZEN RD,WALDEN,VT,05843,-72.290139,44.479825,50,005,957000,2
"275 WALKER RD BURKE, VT 05832 ",275,WALKER RD,BURKE,VT,05832,-71.936413,44.582595,50,005,957100,2
"0 LITTLE ITALY RD GROTON, VT 05046 ",0,LITTLE ITALY RD,GROTON,VT,05046,-72.19431,44.207509,50,005,957800,2
"99 GOLD MINE RD SHEFFIELD, VT 05867 ",99,GOLD MINE RD,SHEFFIELD,VT,05867,-72.087455,44.632459,50,005,957000,3
"0 GARLAND HL BARNET, VT 05821 ",0,GARLAND HL,BARNET,VT,05821,-72.132062,44.306867,50,005,957900,3
"195 VT ROUTE 114 BURKE, VT 05832 ",195,VT ROUTE 114,BURKE,VT,05832,-71.948121,44.585299,50,005,957100,2
"48 SUNNY BEACH LN BARNET, VT 05821 ",48,SUNNY BEACH LN,BARNET,VT,05821,-72.141719,44.304564,50,005,957900,3
"472 VT ROUTE 122 WHEELOCK, VT 05851 ",472,VT ROUTE 122,WHEELOCK,VT,05851,-72.072796,44.581899,50,005,957000,3
"1794 LOWER WATERFORD RD WATERFORD, VT 05819 ",1794,LOWER WATERFORD RD,WATERFORD,VT,05819,-71.936928,44.341533,50,005,957900,1
"2078 CREPEAULT HILL RD SAINT JOHNSBURY, VT 05819 ",2078,CREPEAULT HILL RD,SAINT JOHNSBURY,VT,05819,-72.055099,44.477075,50,005,957400,1
"3620 BURKE HOLLOW RD BURKE, VT 05871 ",3620,BURKE HOLLOW RD,BURKE,VT,05871,-71.964891,44.628706,50,005,957100,1
"3405 S WHEELOCK RD LYNDON, VT 05851 ",3405,S   WHEELOCK RD,LYNDON,VT,05851,-72.063424,44.538457,50,005,957300,3
"1925 OLD COACH RD LYNDON, VT 05851 ",1925,OLD COACH RD,LYNDON,VT,05851,-72.030183,44.566078,50,005,957300,1
"1048 CENTER POND RD NEWARK, VT 05871 ",1048,CENTER POND RD,NEWARK,VT,05871,-71.923679,44.712778,50,005,957000,1
"14 MARSH RD HARDWICK, VT 05843 ",14,MARSH RD,HARDWICK,VT,05843,-72.417866,44.524067,50,005,957700,1
"1872 HIGGINS HILL RD WATERFORD, VT 05819 ",1872,HIGGINS HILL RD,WATERFORD,VT,05819,-71.957982,44.425914,50,005,957900,1
"1690 GARLAND HL BARNET, VT 05821 ",1690,GARLAND HL,BARNET,VT,05821,-72.085493,44.286513,50,005,957900,3
"240 DIMICK RD HARDWICK, VT 05836 ",240,DIMICK RD,HARDWICK,VT,05836,-72.277142,44.539103,50,005,957700,1
"0 RICKER POND CAMPGROUND GROTON, VT 05046 ",0,RICKER POND CAMPGROUND,GROTON,VT,05046,-72.25383,44.246181,50,005,957800,2
"261 ROCKY RIDGE RD SAINT JOHNSBURY, VT 05819 ",261,ROCKY RIDGE RD,SAINT JOHNSBURY,VT,05819,-72.00452,44.433796,50,005,957500,1
"301 JILLS HILL RD WHEELOCK, VT 05851 ",301,JILLS HILL RD,WHEELOCK,VT,05851,-72.10868,44.544623,50,005,957000,3
"20 WESTERN AVE SAINT JOHNSBURY, VT 05819 ",20,WESTERN AVE,SAINT JOHNSBURY,VT,05819,-72.020473,44.416765,50,005,957400,3
"174 WESTERN AVE SAINT JOHNSBURY, VT 05819 ",174,WESTERN AVE,SAINT JOHNSBURY,VT,05819,-72.022553,44.417448,50,005,957400,3
"26 CEDAR LN DANVILLE, VT 05828 ",26,CEDAR LN,DANVILLE,VT,05828,-72.140791,44.407188,50,005,957600,2
"51 N MAIN ST HARDWICK, VT 05843 ",51,N   MAIN ST,HARDWICK,VT,05843,-72.365789,44.505326,50,005,957700,1
"371 WORCESTER RD PEACHAM, VT 05862 ",371,WORCESTER RD,PEACHAM,VT,05862,-72.186784,44.320383,50,005,957800,1
"1457 OLD BRADLEY RD SAINT JOHNSBURY, VT 05819 ",1457,OLD BRADLEY RD,SAINT JOHNSBURY,VT,05819,-72.052148,44.473343,50,005,957400,1
"552 PEACHAM RD DANVILLE, VT 05828 ",552,PEACHAM RD,DANVILLE,VT,05828,-72.141349,44.403872,50,005,957600,2
"4331 LOWER WATERFORD RD WATERFORD, VT 05819 ",4331,LOWER WATERFORD RD,WATERFORD,VT,05819,-71.980713,44.340489,50,005,957900,1
